"","id","name","genre","curator","percentile"
"170",170,"Groove Simulated Playlist","Soul, Funk, Blues, Rock, Metal, hiphop, EDM, WorldMusic, Jazz, Classical, Latin, RnB, Folk, Dance, Indie, Alternative, Reggae, SwedishHouse, K-pop, Country","Professional","top10%"
"171",171,"feel Pulse Simulated Playlist","K-pop, EDM, Jazz, hiphop, Indie, Pop, Dance, Country, Punk","Spotify","tail"
"172",172,"happy Breeze Simulated Playlist","Funk, WorldMusic, Metal, K-pop, Classical, Blues, Latin, Soul, Folk, Punk","Spotify","top30%"
"173",173,"mood Eclipse Simulated Playlist","Blues, Latin, Country, Indie, Classical","User","top30%"
"174",174,"fuzzy Wanderlust Simulated Playlist","WorldMusic, hiphop, Indie, Country, Jazz, Soul, K-pop, Pop, Classical, Alternative","Spotify","tail"
"175",175,"angry Dream Simulated Playlist","Country, Pop, Reggae, RnB, Alternative, Dance, Metal, Gospel, Indie, Classical, Jazz, K-pop, Punk","Spotify","top1%"
"176",176,"surprise Wanderlust Simulated Playlist","Jazz, Blues, Gospel, hiphop, Punk, Dance, Indie, Funk, SwedishHouse, Soul, RnB, EDM, Latin, Alternative, Country, Pop, Rock, Reggae","MajorLabel","top10%"
"177",177,"lonely Repository Simulated Playlist","Rock, Classical, Metal, Country, Soul, K-pop, Blues, RnB, Pop, Funk, Reggae, Gospel, Punk","Professional","top30%"
"178",178,"Non-mood Beats Simulated Playlist","WorldMusic, Folk, RnB, Indie, Reggae, Soul","Indie","top30%"
"179",179,"Euphoria Simulated Playlist","K-pop, Jazz, Rock","MajorLabel","tail"
"180",180,"happy Test Simulated Playlist","hiphop, Reggae, Blues, Soul, WorldMusic, Rock, Gospel, K-pop, Metal, EDM, Punk, Jazz, Dance, Alternative, Pop, Country, Folk, Latin, SwedishHouse","Spotify","top10%"
"181",181,"ecstasy Zenith Simulated Playlist","Country, EDM, Reggae, Soul, RnB, Dance, Funk, hiphop, Rock, Jazz, Classical, Pop, Folk, SwedishHouse, K-pop, Gospel, Metal, Blues, Indie, WorldMusic, Latin","Indie","top30%"
"182",182,"mood Rhythm Simulated Playlist","Alternative, Rock, Blues, Latin, Gospel, Indie, Metal, Jazz, Dance, hiphop, Folk, RnB, Country, K-pop, Pop, Funk, EDM, Soul, Reggae, SwedishHouse","MajorLabel","top10%"
"183",183,"good Dream Simulated Playlist","Funk, SwedishHouse, Blues, Reggae, Classical, EDM, Dance, Folk, Metal, Punk, RnB, WorldMusic, Pop, K-pop, Alternative, Soul, Country, Jazz, Latin, Gospel","User","top1%"
"184",184,"surprise Aurora Simulated Playlist","Indie, Pop, K-pop, Latin, Classical","Spotify","tail"
"185",185,"ecstasy Rhythm Simulated Playlist","K-pop, Country, Gospel, Punk, Rock, Classical, Funk, Jazz, Pop, Metal, Indie, Blues, hiphop, EDM, Dance, Latin, WorldMusic, SwedishHouse, Alternative, RnB, Reggae","User","tail"
"186",186,"NA Celestial Simulated Playlist","Punk, EDM, Blues, Folk, RnB, WorldMusic, SwedishHouse, hiphop, Funk, Reggae, Country, Metal, Alternative, Gospel, Indie, Jazz, Pop, Dance, K-pop, Latin, Rock, Classical, Soul","MajorLabel","top10%"
"187",187,"good Vibe Simulated Playlist","Country, Alternative, Jazz","Professional","top10%"
"188",188,"bored Fusion Simulated Playlist","Country, Rock, Classical, Jazz, RnB","Spotify","tail"
"189",189,"Test Simulated Playlist","Gospel, EDM, Funk, Dance, Reggae, Soul, RnB, Pop, Folk, Metal, Country, hiphop, Indie, Blues, SwedishHouse, WorldMusic, Punk, Classical, K-pop, Rock, Latin","MajorLabel","top1%"
"190",190,"Vibe Simulated Playlist","Classical, SwedishHouse, Alternative, Dance, Punk, Blues, EDM, Rock, Gospel, Latin, Funk, Pop, Jazz","Indie","tail"
"191",191,"Cosmos Simulated Playlist","Rock, Soul, hiphop, SwedishHouse, Folk","Indie","tail"
"192",192,"fuzzy Wanderlust Simulated Playlist","hiphop, Classical, Gospel, Pop, EDM, Metal, Blues, Alternative, Indie, K-pop, WorldMusic, SwedishHouse, Rock, Reggae, Punk, Jazz, Soul, Dance, Folk, Latin, Funk, Country, RnB","User","tail"
"193",193,"ecstasy Zenith Simulated Playlist","Folk, Funk, hiphop, Indie, EDM, Blues, Alternative","Indie","top10%"
"194",194,"NA Celestial Simulated Playlist","hiphop, Pop, Alternative, Gospel, Rock, Punk, Soul, Blues, RnB","Indie","top10%"
"195",195,"heart broken Aurora Simulated Playlist","Jazz, Funk, Metal, EDM, Classical","MajorLabel","top1%"
"196",196,"ecstasy Cosmos Simulated Playlist","Folk, Rock, Indie, K-pop, SwedishHouse, Latin, Gospel, Reggae, Country, Punk","Indie","top1%"
"197",197,"heart broken Mystic Simulated Playlist","WorldMusic, RnB, Jazz, SwedishHouse, Blues, Reggae, Country, Dance, Folk, K-pop, Punk","User","top30%"
"198",198,"good Wanderlust Simulated Playlist","Jazz, Metal, Soul, Blues, Folk, Rock, K-pop, Reggae, Dance, Country, Funk, Indie, SwedishHouse, Pop","MajorLabel","top1%"
"199",199,"feel Vibe Simulated Playlist","Rock, Jazz, Reggae, Gospel, Blues, Dance, Soul, Folk, hiphop","MajorLabel","top10%"
"200",200,"mood Celestial Simulated Playlist","Funk, SwedishHouse, Indie, Alternative, Punk, Reggae, Jazz, WorldMusic, EDM","Indie","top10%"
"201",201,"Non-mood Groove Simulated Playlist","Gospel, Classical, hiphop, Country, Jazz, SwedishHouse, Latin, Alternative, Pop, Reggae, Punk, WorldMusic, EDM","MajorLabel","tail"
"202",202,"good Harmony Simulated Playlist","Blues, Jazz, Punk, EDM, Alternative, RnB, Rock, Indie, SwedishHouse, hiphop, Gospel, WorldMusic, Reggae","MajorLabel","top30%"
"203",203,"mood Simulated Simulated Playlist","Pop, Classical, Metal, Soul, Folk, Alternative, Latin, Blues, K-pop, Rock, Funk, EDM, Country, SwedishHouse, Dance, hiphop","Indie","top10%"
"204",204,"feel Radiance Simulated Playlist","Country, Soul, Reggae, K-pop, Gospel, Latin, WorldMusic, Pop, RnB, Punk, EDM, Metal, Rock","Indie","top1%"
"205",205,"heart broken Bliss Simulated Playlist","Punk, Blues, Soul, SwedishHouse, Classical, Latin, Metal, Funk, WorldMusic, Country, Gospel, Folk, K-pop, Dance, Indie, hiphop, Jazz, Reggae, EDM, Alternative, RnB","User","top1%"
"206",206,"ecstasy Pulse Simulated Playlist","K-pop, EDM, Dance, Pop, Classical, Punk, Jazz, Rock, Blues, WorldMusic, Country, Funk, RnB, Folk, Reggae","User","top10%"
"207",207,"joy Mystic Simulated Playlist","Pop, SwedishHouse, EDM, Soul, Gospel, Jazz, Rock, Blues, Metal, Folk, Alternative, WorldMusic, Dance, Country, Punk, Funk, K-pop","Professional","top10%"
"208",208,"heart broken Serenity Simulated Playlist","Punk, Folk, RnB, Blues, SwedishHouse, Classical, Latin, Indie, Dance, Soul, Alternative, Funk, Metal, WorldMusic, Rock, Reggae","User","top10%"
"209",209,"fuzzy Melody Simulated Playlist","Folk, RnB, Gospel, Rock, Jazz, Metal, Punk, Reggae, Pop","Indie","top1%"
"210",210,"joy Fusion Simulated Playlist","Reggae, Rock, Metal, Gospel, Pop, hiphop, Jazz, EDM, Punk, WorldMusic, K-pop, Country, Funk, SwedishHouse, Indie, Alternative, Dance, Latin, RnB, Folk, Soul, Blues, Classical","Spotify","tail"
"211",211,"ecstasy Fusion Simulated Playlist","Dance, WorldMusic, Folk, Indie, EDM, Blues","Indie","top10%"
"212",212,"happy Radiance Simulated Playlist","Pop, Metal, Folk, Alternative, Soul, Punk","Professional","top10%"
"213",213,"NA Echoes Simulated Playlist","hiphop, Indie, EDM, Reggae","User","top30%"
"214",214,"feel Pulse Simulated Playlist","Alternative, RnB, Indie, hiphop, Soul, Folk, SwedishHouse, Jazz, EDM, Country, Funk, WorldMusic","User","top10%"
"215",215,"NA Zenith Simulated Playlist","Classical, Jazz, Country, WorldMusic, K-pop, Latin, Pop, SwedishHouse, Gospel, Blues, Rock","Professional","top1%"
"216",216,"angry Repository Simulated Playlist","EDM, Classical, Rock","User","top10%"
"217",217,"good Nebula Simulated Playlist","Indie, SwedishHouse, Pop, Soul, Jazz, Gospel, hiphop, Funk, Folk, Country, K-pop, Classical, Dance, Rock, Metal, Blues, RnB, Latin, EDM, Alternative, WorldMusic, Reggae","User","top30%"
"218",218,"happy Bliss Simulated Playlist","Indie, Reggae, Rock, SwedishHouse, Classical, WorldMusic, Jazz, K-pop, Punk, Folk, Gospel, Metal","MajorLabel","tail"
"219",219,"feel Journey Simulated Playlist","Blues, Reggae, Funk, WorldMusic, Latin, SwedishHouse, Gospel, Dance, Punk, Pop, Metal, RnB, Folk, Alternative, Indie, Jazz, Country, Rock, Classical, hiphop","Indie","top1%"
"220",220,"good Twilight Simulated Playlist","hiphop, Latin, Rock","Indie","top30%"
"221",221,"happy Eclipse Simulated Playlist","Folk, Blues, EDM, Dance, Jazz, Latin, hiphop, Metal, SwedishHouse, Pop, Country, WorldMusic, RnB, Classical, Alternative","Indie","top30%"
"222",222,"fuzzy Celestial Simulated Playlist","Dance, RnB","User","tail"
"223",223,"good Echoes Simulated Playlist","Latin, Rock, Indie, Metal, RnB, Pop, K-pop, Funk, EDM, SwedishHouse, hiphop, Soul, WorldMusic, Folk, Punk, Jazz, Classical, Country, Blues, Reggae","MajorLabel","top30%"
"224",224,"NA Eclipse Simulated Playlist","Indie, Gospel, Classical, Alternative, hiphop, Funk, EDM, Soul, Dance, Folk, WorldMusic","Indie","top30%"
"225",225,"fuzzy Nebula Simulated Playlist","EDM, SwedishHouse, K-pop, Country, Reggae, Funk, Soul, Latin, RnB, Dance, Classical, Metal, Blues, Rock, hiphop, Alternative, Indie, Jazz, Folk","User","top10%"
"226",226,"joy Nebula Simulated Playlist","Pop, Alternative, Jazz, Soul, Classical, Indie, Country, Folk, RnB, Gospel, Dance, EDM, hiphop, K-pop","Professional","tail"
"227",227,"good Mystic Simulated Playlist","K-pop, Gospel, Funk, Reggae, SwedishHouse, Alternative, Punk, Folk, Classical, Soul, Blues, Dance, Latin, Pop, Rock, Metal, hiphop, Indie, EDM, Country, Jazz","Professional","top30%"
"228",228,"mood Bliss Simulated Playlist","hiphop, Punk, K-pop, RnB, EDM, Indie, Alternative, Metal, Dance, Gospel, Latin, Jazz, Funk, WorldMusic, Reggae, Rock, Country, Folk, Pop, SwedishHouse, Blues, Classical, Soul","Indie","top30%"
"229",229,"NA Repository Simulated Playlist","Country, Punk, Blues, Soul, RnB, Jazz, Pop, WorldMusic, Metal, Dance, hiphop, Latin, Alternative, K-pop, Indie, Classical, Gospel","MajorLabel","top10%"
"230",230,"lonely Fusion Simulated Playlist","Indie, Country, Punk, Gospel, Classical, K-pop, Blues, WorldMusic, Latin, Jazz, EDM, Metal, Funk, hiphop, Reggae","Spotify","top1%"
"231",231,"NA Dream Simulated Playlist","WorldMusic, Rock, Alternative, K-pop, Blues","Indie","top1%"
"232",232,"heart broken Twilight Simulated Playlist","Classical, Indie, hiphop, Funk, Jazz, Dance, WorldMusic, Rock, Metal, Alternative, Soul, Reggae, EDM","MajorLabel","tail"
"233",233,"good Beats Simulated Playlist","RnB, Alternative, Reggae, SwedishHouse, Blues, Soul, Country, K-pop, hiphop","User","top10%"
"234",234,"ecstasy Groove Simulated Playlist","WorldMusic, Folk, Classical, Reggae, K-pop, Punk, Dance, Blues, Latin, EDM, Metal, Alternative, Pop, Funk, Jazz, RnB, Gospel, Country, SwedishHouse, Soul","MajorLabel","tail"
"235",235,"lonely Chill Simulated Playlist","K-pop, Classical, EDM, Indie, Reggae, Pop, Gospel, Punk, Folk, hiphop, Latin, Blues, Dance, RnB","Indie","top1%"
"236",236,"Wanderlust Simulated Playlist","Rock, Latin, Alternative, Jazz, Soul, K-pop, hiphop, WorldMusic, RnB, SwedishHouse, Indie, Folk, Punk, Country, Classical, Gospel, EDM, Metal, Pop, Blues, Dance, Funk","Indie","tail"
"237",237,"bored Eclipse Simulated Playlist","Indie, hiphop, Metal, RnB, Rock, Folk, WorldMusic, Alternative, Latin, Pop","User","top1%"
"238",238,"lonely Twilight Simulated Playlist","hiphop, EDM, Jazz, Gospel, SwedishHouse, Folk, Pop, Dance, Rock, Latin, K-pop, Alternative, Country, WorldMusic, Punk, RnB, Soul, Funk, Reggae, Blues, Classical, Indie, Metal","Professional","top1%"
"239",239,"mood Repository Simulated Playlist","Dance, SwedishHouse, Rock, K-pop","MajorLabel","tail"
"240",240,"good Groove Simulated Playlist","Dance, Punk, Folk, Alternative, WorldMusic, Soul, Jazz, Rock, Country, SwedishHouse, Funk, Indie, Reggae, Gospel, EDM, RnB, Pop, hiphop, Blues, Metal","Spotify","top10%"
"241",241,"NA Fusion Simulated Playlist","K-pop, Soul, Rock","Spotify","top30%"
"242",242,"Aurora Simulated Playlist","Pop, Country, Metal, Dance, Jazz, Reggae, Gospel, Funk, WorldMusic, Punk, Rock, SwedishHouse, K-pop, Latin","Indie","top30%"
"243",243,"ecstasy Odyssey Simulated Playlist","Soul, Classical, Alternative, EDM, Country, Funk, Pop, Jazz, Latin, WorldMusic, Punk, Metal, hiphop, Dance, Rock, Blues, K-pop, Gospel, RnB","Professional","top1%"
"244",244,"surprise Repository Simulated Playlist","Pop, Classical, RnB, Punk, EDM, Indie","Indie","tail"
"245",245,"heart broken Dream Simulated Playlist","Latin, K-pop, Reggae, Country, Blues, Pop, SwedishHouse, Folk, Metal, Indie, Funk, Gospel, Dance, Classical, WorldMusic, Punk, RnB, Jazz, hiphop, EDM","Spotify","tail"
"246",246,"happy Soul Simulated Playlist","Rock, Alternative, Pop, RnB, Soul, hiphop","Indie","top30%"
"247",247,"feel Rhythm Simulated Playlist","SwedishHouse, WorldMusic, Metal, Blues, Dance, hiphop, Rock, K-pop, Pop, Gospel, Latin, Indie, Reggae, Funk, Jazz, RnB, EDM, Folk, Classical","Spotify","top30%"
"248",248,"bored Groove Simulated Playlist","Funk, Metal, Reggae, Classical, hiphop, SwedishHouse, Pop, Rock, Latin, RnB","MajorLabel","top30%"
"249",249,"ecstasy Wanderlust Simulated Playlist","Folk, Latin, Jazz, Reggae, EDM, Alternative, Rock, hiphop, Indie, Country, Metal, RnB, Dance","Professional","top30%"
"250",250,"joy Nebula Simulated Playlist","SwedishHouse, WorldMusic, Rock, Dance, Soul, hiphop, Pop, Gospel, Classical, RnB, Punk, Funk","MajorLabel","tail"
"251",251,"surprise Celestial Simulated Playlist","Folk, hiphop, Blues, WorldMusic","User","top30%"
"252",252,"good Mystic Simulated Playlist","SwedishHouse, Punk, Classical, EDM, Metal, Alternative, Latin, WorldMusic, Folk, Rock, Jazz, RnB, Funk, Soul, Indie, Pop, Reggae","Professional","tail"
"253",253,"bored Rhythm Simulated Playlist","Pop, Soul, RnB, SwedishHouse","MajorLabel","top30%"
"254",254,"joy Simulated Simulated Playlist","RnB, Pop, Gospel, Alternative, WorldMusic, Country","MajorLabel","top1%"
"255",255,"ecstasy Harmony Simulated Playlist","Dance, Reggae, Pop, Folk, Funk, hiphop, Soul","Professional","tail"
"256",256,"ecstasy Fusion Simulated Playlist","Pop, Jazz, Soul, Gospel, Reggae, Folk, K-pop, Country, Dance, Metal, Classical, EDM, Punk","MajorLabel","top30%"
"257",257,"good Harmony Simulated Playlist","Folk, Country, WorldMusic, Rock, Alternative, Punk, hiphop, Indie, SwedishHouse, K-pop, Soul, Latin, Reggae, Jazz, RnB, Classical, Pop","Indie","top30%"
"258",258,"fuzzy Groove Simulated Playlist","RnB, Classical, SwedishHouse, Metal, WorldMusic, Soul, Jazz, Blues, Reggae, EDM, Pop, Folk, Funk, K-pop, Rock, Dance, Country, Alternative, Indie, Latin, Punk","Spotify","top30%"
"259",259,"happy Horizon Simulated Playlist","Folk, EDM, Punk","Indie","top30%"
"260",260,"NA Celestial Simulated Playlist","hiphop, Reggae, EDM, Gospel, K-pop, SwedishHouse, Country, Rock, Indie, Folk, Alternative, WorldMusic","User","tail"
"261",261,"happy Melody Simulated Playlist","Rock, hiphop, SwedishHouse, Blues, K-pop, Pop, Gospel, RnB, WorldMusic, Soul, Jazz, Indie, Punk, Country, EDM, Reggae, Latin, Metal, Alternative, Dance, Folk, Classical","User","top30%"
"262",262,"angry Bliss Simulated Playlist","Soul, Jazz, Classical, Rock, hiphop, Funk, Indie","Professional","top30%"
"263",263,"NA Cosmos Simulated Playlist","Punk, EDM, Rock, Pop, Blues, Funk, Indie, SwedishHouse, Country, Latin","Spotify","top30%"
"264",264,"joy Rhythm Simulated Playlist","Jazz, RnB, Country, WorldMusic, Blues, hiphop, Funk, Indie, Pop, SwedishHouse, Metal, Reggae, Rock, Classical","MajorLabel","top1%"
"265",265,"mood Wanderlust Simulated Playlist","Jazz, Metal, Dance, Blues, Gospel, WorldMusic, Latin, Alternative, EDM, Funk, Country, RnB, Pop, Rock, Folk, hiphop, Soul, Classical, Reggae, Punk, SwedishHouse, Indie","User","top1%"
"266",266,"lonely Simulated Simulated Playlist","Folk","Indie","top10%"
"267",267,"mood Harmony Simulated Playlist","RnB, SwedishHouse, Soul, Metal, Latin, hiphop","Spotify","tail"
"268",268,"joy Vibe Simulated Playlist","Metal, Dance","MajorLabel","top10%"
"269",269,"heart broken Github Simulated Playlist","Reggae, Jazz, Latin, Punk, Folk, Soul, SwedishHouse, Indie, WorldMusic, Classical, Pop, EDM, Dance, Country","Indie","top1%"
"270",270,"lonely Nebula Simulated Playlist","Rock, Funk, EDM, Gospel, Latin, Alternative","Spotify","top10%"
"271",271,"happy Dream Simulated Playlist","WorldMusic, hiphop, Latin, Funk","MajorLabel","top1%"
"272",272,"Non-mood Pulse Simulated Playlist","Punk, Soul, Rock, Blues, K-pop, Dance, Latin, Funk, EDM, hiphop, Reggae, Gospel, Folk, Classical, SwedishHouse, RnB, Jazz, Indie, WorldMusic","MajorLabel","top30%"
"273",273,"good Radiance Simulated Playlist","Reggae, Soul, RnB, Dance, Rock, Gospel, Funk, EDM, K-pop, Jazz, Folk, SwedishHouse, hiphop, WorldMusic, Country, Classical, Metal, Blues, Indie, Alternative","MajorLabel","top30%"
"274",274,"joy Simulated Simulated Playlist","Rock, K-pop, Metal, hiphop, Folk","MajorLabel","top30%"
"275",275,"fuzzy Chill Simulated Playlist","Reggae, hiphop, Classical, SwedishHouse, Indie","User","top30%"
"276",276,"good Journey Simulated Playlist","Pop, Country, Punk, Soul, Folk, Dance, K-pop, WorldMusic, Jazz, Funk, Rock, RnB, Latin, Metal, Alternative, Blues, Reggae, Classical, Gospel, Indie, hiphop, EDM","Spotify","top1%"
"277",277,"joy Cosmos Simulated Playlist","Blues, Punk, Soul, WorldMusic, Dance, Latin, Rock, Jazz, Pop, Funk, K-pop, Reggae, Folk","Professional","top10%"
"278",278,"mood Vibe Simulated Playlist","SwedishHouse, Folk, Jazz, Country, WorldMusic, K-pop, RnB, Reggae, Funk, Alternative, Pop, Blues, EDM","Professional","top10%"
"279",279,"ecstasy Radiance Simulated Playlist","Indie, Latin, Punk, WorldMusic, Folk, Alternative, Funk, hiphop","MajorLabel","top1%"
"280",280,"happy Zenith Simulated Playlist","Folk, SwedishHouse, Jazz, Classical, RnB, Country, Funk, Dance, Latin, Soul, Rock, Indie, EDM, WorldMusic, Metal","MajorLabel","top10%"
"281",281,"bored Nebula Simulated Playlist","Latin, Reggae, RnB, Gospel, Metal, hiphop, Pop, Punk, SwedishHouse, Alternative, Funk, WorldMusic, Indie, EDM, Folk","Indie","top10%"
"282",282,"NA Test Simulated Playlist","Indie, Classical, Pop, Rock, RnB","Professional","top30%"
"283",283,"feel Nebula Simulated Playlist","Funk","MajorLabel","tail"
"284",284,"heart broken Zenith Simulated Playlist","Country, Soul, Pop","MajorLabel","top30%"
"285",285,"surprise Rhythm Simulated Playlist","WorldMusic, Metal, Rock, Indie","Spotify","top1%"
"286",286,"NA Github Simulated Playlist","Country, Reggae, K-pop, SwedishHouse, Dance, Jazz, Alternative, Indie, Gospel, EDM, Folk, Pop, Metal, RnB, WorldMusic, Funk, Latin, Classical, Rock, Soul","Spotify","tail"
"287",287,"happy Celestial Simulated Playlist","Country, Jazz","Spotify","top10%"
"288",288,"good Nebula Simulated Playlist","Alternative","User","top1%"
"289",289,"mood Beats Simulated Playlist","SwedishHouse, Rock, Indie, WorldMusic, Latin, Folk, EDM, Country, RnB, Reggae, Punk, Classical","Professional","top30%"
"290",290,"angry Groove Simulated Playlist","Pop, Jazz, Classical, Indie","MajorLabel","top1%"
"291",291,"happy Bliss Simulated Playlist","RnB, K-pop, SwedishHouse, Metal, Folk, Latin, hiphop, Alternative, Dance","Indie","top10%"
"292",292,"surprise Bliss Simulated Playlist","Alternative, RnB, Reggae, Folk, Indie, Blues, Rock, EDM, K-pop, Country, Metal, Funk, Jazz","User","top30%"
"293",293,"surprise Odyssey Simulated Playlist","Alternative, Blues, RnB","User","tail"
"294",294,"joy Radiance Simulated Playlist","Dance, hiphop, Alternative, Pop, Folk, Gospel, RnB, Soul","Professional","top30%"
"295",295,"mood Rhythm Simulated Playlist","Dance, Classical, Funk, Reggae, Jazz, Pop, Metal, Folk, Blues, Indie, Latin, Punk, RnB, Alternative, Soul, Rock, hiphop","Indie","top30%"
"296",296,"lonely Eclipse Simulated Playlist","Latin, Funk, Soul, RnB, Alternative, Jazz, Indie, Punk, Classical, Country, EDM, hiphop, Dance","MajorLabel","top1%"
"297",297,"happy Euphoria Simulated Playlist","Folk, SwedishHouse, Metal, RnB, Reggae, Dance, Funk, Classical, Punk, Latin, Country, Pop, Jazz, hiphop, EDM, Blues, Indie, Alternative, Rock","User","top30%"
"298",298,"good Dream Simulated Playlist","Soul, K-pop, Funk, Punk, Reggae, Blues, Metal, Alternative","User","top1%"
"299",299,"feel Reverie Simulated Playlist","EDM, Country, SwedishHouse, Folk, WorldMusic, Funk, Reggae, Metal, K-pop","Spotify","top1%"
"300",300,"angry Aurora Simulated Playlist","Dance, hiphop, Classical, Jazz, Pop, RnB","Indie","top1%"
"301",301,"mood Odyssey Simulated Playlist","Latin, Dance, WorldMusic, Reggae, Soul, Rock, Indie, Classical, Blues, RnB, Pop, Jazz, Gospel, EDM, SwedishHouse, Punk, hiphop, Funk, K-pop, Metal, Folk","Professional","top30%"
"302",302,"angry Test Simulated Playlist","Classical","User","top1%"
"303",303,"angry Euphoria Simulated Playlist","Reggae, Jazz","MajorLabel","tail"
"304",304,"heart broken Dream Simulated Playlist","Pop, SwedishHouse","User","top30%"
"305",305,"NA Github Simulated Playlist","Gospel, Country, EDM, Indie, Classical, Reggae, Blues, K-pop, Pop, Alternative, WorldMusic, RnB, Soul, Latin, SwedishHouse, hiphop, Folk","MajorLabel","top10%"
"306",306,"lonely Github Simulated Playlist","hiphop, SwedishHouse, Soul, Classical, Reggae, Indie, Folk, Pop, Latin, RnB","Indie","top1%"
"307",307,"surprise Pulse Simulated Playlist","Soul, WorldMusic, Reggae, hiphop, Classical, Gospel, Pop, Alternative, Folk, Metal, EDM, Latin, Funk, Rock, Dance, Country, Blues, Punk","User","top10%"
"308",308,"NA Aurora Simulated Playlist","Metal, Pop, Blues, hiphop, WorldMusic, Country, Classical, RnB","Professional","top1%"
"309",309,"surprise Chill Simulated Playlist","Folk, Latin, Soul, hiphop, Classical, Gospel, SwedishHouse, Rock, Jazz, RnB, EDM, Blues, K-pop, Reggae, Punk, Funk, Alternative, Metal, Indie, WorldMusic, Country","Indie","tail"
"310",310,"happy Beats Simulated Playlist","Pop, Indie, hiphop, EDM, Latin, Metal, Jazz, Blues, Dance, SwedishHouse, Punk, Folk, Funk, WorldMusic, Classical, RnB, Reggae, Country, K-pop, Soul, Rock, Gospel","Professional","top30%"
"311",311,"Harmony Simulated Playlist","Gospel, EDM, Funk, Blues, Rock, Jazz, RnB, K-pop, Folk, SwedishHouse","User","tail"
"312",312,"heart broken Melody Simulated Playlist","WorldMusic, Gospel, Punk, Blues, Dance, Pop, Indie, K-pop, hiphop, Alternative, Folk","Indie","tail"
"313",313,"good Euphoria Simulated Playlist","Latin, Dance, RnB, Jazz, WorldMusic, Funk, Alternative","Indie","top1%"
"314",314,"joy Celestial Simulated Playlist","Folk, hiphop, K-pop, Jazz, Latin, Classical, SwedishHouse, Alternative, Funk, Reggae","Indie","top30%"
"315",315,"fuzzy Fusion Simulated Playlist","Country, RnB, Soul, Dance, Gospel, Folk, Rock, Blues, Metal, Alternative, Jazz, K-pop, Punk, Indie, Classical, Reggae, hiphop, EDM, Funk","MajorLabel","top30%"
"316",316,"surprise Wanderlust Simulated Playlist","Metal","User","top10%"
"317",317,"NA Rhythm Simulated Playlist","Funk, Soul, Pop, Metal, RnB, Dance, Country, Blues, WorldMusic","MajorLabel","top30%"
"318",318,"surprise Zenith Simulated Playlist","WorldMusic, Punk, Blues, RnB, SwedishHouse, Pop, Funk, Indie, Dance, Latin, Alternative, Folk, EDM, Gospel, Jazz, hiphop, Country, Reggae","Indie","top30%"
"319",319,"Non-mood Mystic Simulated Playlist","Jazz, Punk, Indie, Folk, Dance, Alternative, RnB, Rock, Metal, Reggae, EDM, K-pop, Funk, SwedishHouse, Country, WorldMusic, Blues, hiphop, Gospel, Soul, Latin, Classical, Pop","MajorLabel","top1%"
"320",320,"mood Eclipse Simulated Playlist","Jazz, Blues, Pop, WorldMusic, Folk, Reggae, hiphop, K-pop, Funk, Rock, Dance, Alternative, Classical, Country, Metal, Latin, Punk, Indie","Professional","top10%"
"321",321,"Serenity Simulated Playlist","Gospel, Latin, Reggae, K-pop, Dance, hiphop, Funk, Rock, Metal, WorldMusic, RnB","Professional","tail"
"322",322,"angry Horizon Simulated Playlist","Jazz, Pop, Soul, Indie, WorldMusic, Dance, Classical, K-pop, SwedishHouse, Gospel, Punk","Indie","top10%"
"323",323,"ecstasy Soul Simulated Playlist","Pop, Gospel","Spotify","tail"
"324",324,"ecstasy Groove Simulated Playlist","Folk, Rock, Soul, WorldMusic, SwedishHouse, Country, Reggae, Indie, Jazz, Classical, Latin, Metal, Punk, Funk, EDM, K-pop, Gospel","Indie","top1%"
"325",325,"lonely Odyssey Simulated Playlist","Dance, Reggae, Classical, Punk, Blues, Funk, Jazz, WorldMusic","Indie","tail"
"326",326,"bored Echoes Simulated Playlist","Metal, Jazz, SwedishHouse, Indie, Soul, Pop, Alternative, hiphop, Classical, Country, WorldMusic, RnB, Latin, EDM, Gospel","Professional","top1%"
"327",327,"angry Vibe Simulated Playlist","Latin, Indie","Spotify","top30%"
"328",328,"joy Journey Simulated Playlist","Latin, hiphop, Metal, Country, EDM, WorldMusic, RnB, Dance, Pop, Classical, Jazz, Reggae, Gospel, Folk, Punk, Alternative, Indie, Blues, SwedishHouse","Spotify","top1%"
"329",329,"mood Euphoria Simulated Playlist","Blues, hiphop, Punk, Pop, Country, Classical, RnB, WorldMusic, EDM, Alternative, Jazz, K-pop, Latin, Folk, Funk, Indie, Rock, Gospel, SwedishHouse, Dance, Soul, Metal, Reggae","Spotify","top10%"
"330",330,"ecstasy Beats Simulated Playlist","RnB, Metal, Folk, Jazz, Gospel, Reggae, Blues, hiphop, EDM, Pop, Soul, Dance, Funk, Indie, WorldMusic, K-pop, SwedishHouse, Classical, Alternative","Indie","top30%"
"331",331,"Test Simulated Playlist","Blues, Dance, Funk, Soul, SwedishHouse, Pop, Alternative, Rock, Metal, Gospel, Punk, Reggae","Spotify","tail"
"332",332,"Fusion Simulated Playlist","Soul, Alternative, Indie, Folk, Reggae, RnB, Dance, WorldMusic, Punk, Funk, Jazz, Gospel, K-pop","Spotify","top1%"
"333",333,"joy Simulated Simulated Playlist","RnB, Pop, SwedishHouse, Blues, Indie, Alternative, Jazz, Reggae, Classical, Metal, Folk, Soul, Dance, hiphop, Punk, Gospel, Latin, Rock, Funk","Indie","top30%"
